200,6407000000,B1E1,E1,E1,,0914269,KWH,30,
300,20220518,0.725,0.744,0.806,0.738,0.769,0.744,0.838,0.706,0.713,0.713,0.800,0.869,0.800,1.175,0.906,0.700,0.406,0.231,0.319,0.013,0.169,0.888,0.050,0.188,0.394,0.213,0.206,0.038,0.119,0.056,0.000,0.000,0.000,0.656,0.919,0.788,1.306,1.000,0.981,0.756,0.894,1.131,0.781,0.919,0.894,0.881,0.950,0.944,A,,,20220519014307,
300,20220519,0.938,0.838,0.906,0.869,0.844,0.938,0.863,0.900,0.975,0.913,0.844,0.813,0.400,0.994,1.138,0.781,0.513,0.531,0.219,0.000,0.094,0.263,0.063,0.156,0.475,0.350,0.088,0.319,0.288,0.644,0.338,0.213,0.019,0.088,1.694,1.656,1.994,1.556,1.713,0.988,0.350,0.644,0.875,1.419,0.944,0.600,0.506,0.588,A,,,20220520011245,
300,20220520,0.506,0.588,0.669,0.656,0.656,0.663,0.813,0.619,0.650,0.769,0.600,0.675,0.875,0.656,0.700,0.500,0.700,0.438,0.481,0.600,0.181,1.031,0.150,0.256,0.219,0.475,0.413,0.513,0.406,0.181,0.150,0.000,0.063,0.325,0.988,1.888,0.919,0.706,0.719,0.694,0.594,0.719,0.806,0.713,0.825,0.850,0.781,0.863,A,,,20220521011430,
300,20220521,0.344,0.094,0.113,0.100,0.088,0.088,0.088,0.106,0.100,0.100,0.163,1.944,1.500,1.444,1.281,2.531,1.594,1.225,0.963,0.688,0.594,0.125,0.056,0.038,0.019,0.138,0.269,0.000,0.013,0.000,0.150,0.031,0.013,0.094,0.863,0.713,0.788,0.763,0.656,1.088,1.513,1.181,0.731,0.881,0.944,0.963,0.988,1.006,A,,,20220522011350,
300,20220522,0.963,0.969,0.944,0.994,0.844,0.838,0.956,0.956,0.925,0.925,0.988,0.900,0.975,0.888,0.813,0.944,0.863,0.681,0.469,0.619,0.394,0.738,1.300,0.788,0.763,0.075,0.425,0.444,0.306,0.050,0.244,0.063,0.488,0.506,0.713,1.600,1.906,0.944,0.856,1.063,1.388,1.244,0.925,0.975,0.750,0.906,0.944,0.925,A,,,20220523010335,
300,20220523,0.988,0.906,0.913,0.919,1.069,0.850,0.844,0.944,0.869,0.844,0.800,0.900,0.838,0.906,0.863,0.956,0.888,0.500,0.225,0.106,0.031,0.069,0.000,0.000,0.019,0.219,0.331,0.263,0.019,0.181,0.175,0.375,0.475,0.475,0.638,0.663,1.106,2.013,0.556,1.156,2.025,1.894,1.663,1.000,1.156,1.075,0.694,0.975,A,,,20220524011244,
300,20220524,0.981,0.938,1.025,1.038,0.938,0.919,0.981,0.975,1.213,0.938,0.981,1.125,1.269,1.050,1.081,1.025,0.663,0.044,0.156,0.119,0.300,0.256,0.119,0.069,0.013,0.019,0.000,0.000,0.006,0.000,0.006,0.019,0.138,0.038,0.306,0.425,1.544,1.638,1.069,1.163,1.250,0.944,0.794,0.725,1.038,1.063,1.219,1.213,A,,,20220525012355,
300,20220525,1.250,0.938,1.138,1.069,0.981,1.188,1.063,1.094,1.200,1.144,1.188,1.213,1.213,2.156,1.313,0.200,0.356,0.025,0.319,0.194,0.000,0.188,0.000,0.000,0.044,0.500,0.006,0.156,0.144,0.388,0.044,0.000,0.000,0.344,0.744,0.894,0.769,0.956,0.894,0.994,1.106,0.969,0.781,0.725,0.731,0.869,0.850,0.688,A,,,20220526014321,
300,20220526,0.650,0.731,0.663,0.494,0.613,0.469,0.625,0.619,0.550,0.619,0.600,0.563,0.588,1.106,0.525,0.525,0.138,0.031,0.081,0.344,0.244,0.113,0.075,0.156,0.156,0.694,0.619,0.238,0.306,0.375,0.388,0.031,0.788,0.394,0.144,0.344,0.700,0.175,0.200,0.213,0.931,1.688,1.144,0.813,0.538,0.513,0.663,0.706,A,,,20220527013429,
300,20220527,0.563,0.656,0.588,0.750,0.656,0.519,0.656,0.675,0.631,0.669,0.663,0.588,0.656,0.819,0.638,0.719,0.656,0.338,0.094,0.513,0.769,1.100,0.981,0.606,0.006,0.000,0.075,0.000,0.038,0.056,0.188,0.125,0.081,0.025,0.106,0.844,0.663,1.481,1.663,1.006,1.488,1.538,1.275,1.381,1.231,1.313,0.494,0.494,A,,,20220528013019,
300,20220528,0.481,0.631,0.600,0.700,0.781,0.631,0.800,0.788,0.763,0.719,0.788,0.813,0.844,0.819,0.831,0.800,0.725,0.563,0.313,0.356,0.281,0.131,0.213,0.075,0.094,0.506,0.713,0.319,0.350,0.100,0.138,0.306,0.088,0.281,0.106,0.100,0.094,0.113,2.469,2.625,2.363,1.556,2.163,1.019,1.050,1.263,1.063,1.081,A,,,20220529011227,
300,20220529,1.188,1.244,0.981,1.075,0.981,1.100,1.081,0.981,1.163,1.025,0.944,1.175,1.100,0.981,1.238,0.938,0.688,0.631,0.519,0.356,0.369,0.206,0.331,0.094,0.019,0.094,0.394,0.525,0.800,0.344,0.069,0.019,0.106,0.331,0.150,0.263,0.613,0.844,0.988,1.325,1.394,1.413,1.013,0.394,0.363,0.363,0.338,0.269,A,,,20220530011202,
300,20220530,0.263,0.263,0.269,0.331,0.325,0.325,0.350,0.850,1.206,1.206,1.169,1.044,1.163,2.063,2.625,1.550,1.731,0.638,0.294,0.513,0.519,0.706,0.288,0.250,0.131,0.594,0.050,0.388,0.706,0.663,0.306,0.150,0.088,0.181,0.238,0.238,0.213,3.363,2.338,2.138,1.650,1.319,1.088,0.925,1.494,1.225,1.338,1.413,A,,,20220531014100,
300,20220531,1.275,1.338,1.288,1.169,1.219,1.094,2.006,2.031,1.894,1.969,1.238,1.106,1.188,1.281,1.263,1.031,0.100,0.056,0.494,0.100,0.081,0.344,0.169,0.144,0.269,0.475,0.513,0.356,0.006,0.406,0.056,0.044,0.000,0.075,1.906,1.538,1.694,2.544,2.444,2.094,1.550,1.781,1.850,1.338,1.488,1.569,1.438,1.688,A,,,20220601014507,
300,20220601,1.494,2.056,2.138,2.006,1.794,1.931,2.025,1.888,2.006,1.794,1.506,1.363,1.031,1.919,2.163,1.444,1.506,1.150,0.031,0.225,0.563,0.231,0.550,0.425,0.688,1.863,1.794,1.906,2.469,3.869,2.319,2.175,1.356,1.006,1.013,1.119,1.656,2.788,2.275,1.819,1.794,1.400,1.213,1.144,1.294,1.194,0.500,0.419,A,,,20220602011248,
300,20220602,0.263,0.288,0.294,0.294,0.281,0.250,0.275,1.119,1.125,1.138,1.150,0.313,0.300,0.300,2.606,1.638,1.481,0.763,0.069,0.138,0.000,0.106,0.038,0.356,0.600,0.919,1.019,0.544,0.388,0.481,0.575,0.719,0.838,0.919,0.894,1.788,1.644,0.981,0.925,0.975,1.550,1.538,1.456,0.856,1.238,1.381,1.388,1.219,A,,,20220603014233,
300,20220603,1.394,1.319,1.219,1.294,1.344,1.281,0.925,0.481,0.531,0.569,0.581,0.575,0.575,1.744,2.963,1.163,1.300,0.713,0.188,0.281,1.388,1.363,0.575,0.450,0.419,0.206,0.644,1.025,0.513,0.856,0.013,0.050,0.244,0.050,0.106,1.813,2.263,2.419,1.769,1.231,1.619,1.475,1.756,1.263,1.244,1.325,1.300,1.319,A,,,20220604011633,
300,20220604,1.375,1.813,1.969,1.625,1.238,1.231,1.231,1.244,1.231,1.069,0.725,0.606,0.400,0.394,0.388,0.225,1.050,1.256,0.756,0.400,0.600,0.469,0.469,0.519,0.113,0.425,0.225,0.219,0.356,0.631,0.844,0.719,0.550,0.719,0.650,0.744,1.294,1.688,0.888,0.900,1.250,1.194,0.525,0.344,0.213,0.213,0.206,0.206,A,,,20220605011340,
300,20220605,0.200,0.356,0.213,0.206,0.206,0.219,0.213,0.206,0.194,0.206,0.188,0.213,0.219,0.206,0.225,2.350,1.825,1.356,0.975,1.281,0.406,0.706,1.163,1.581,0.856,1.006,0.475,0.375,1.406,0.063,0.138,1.350,1.388,1.188,1.025,0.950,1.550,1.738,1.256,1.244,0.950,0.944,0.988,0.938,0.625,0.413,0.438,0.438,A,,,20220606011316,
